secid,date,days,volatility,index_flag
101594,2021-03-09,10,0.564017,0
101594,2021-03-09,14,0.493548,0
101594,2021-03-09,30,0.351211,0
101594,2021-03-09,60,0.347914,0
101594,2021-03-09,91,0.342955,0
101594,2021-03-09,122,0.317657,0
101594,2021-03-09,152,0.346395,0
101594,2021-03-09,182,0.357521,0
101594,2021-03-09,273,0.382689,0
101594,2021-03-09,365,0.450989,0
101594,2021-03-09,547,0.410542,0
101594,2021-03-09,730,0.379016,0
101594,2021-03-09,1825,0.30286,0
101594,2021-03-10,10,0.524595,0
101594,2021-03-10,14,0.494269,0
101594,2021-03-10,30,0.350471,0
101594,2021-03-10,60,0.343981,0
101594,2021-03-10,91,0.340777,0
101594,2021-03-10,122,0.316142,0
101594,2021-03-10,152,0.34571,0
101594,2021-03-10,182,0.353499,0
101594,2021-03-10,273,0.381914,0
101594,2021-03-10,365,0.446067,0
101594,2021-03-10,547,0.410572,0
101594,2021-03-10,730,0.378421,0
101594,2021-03-10,1825,0.302867,0
101594,2021-03-11,10,0.420117,0
101594,2021-03-11,14,0.471063,0
101594,2021-03-11,30,0.359136,0
101594,2021-03-11,60,0.342824,0
101594,2021-03-11,91,0.341561,0
101594,2021-03-11,122,0.315335,0
101594,2021-03-11,152,0.344938,0
101594,2021-03-11,182,0.350979,0
101594,2021-03-11,273,0.377667,0
101594,2021-03-11,365,0.444704,0
101594,2021-03-11,547,0.410042,0
101594,2021-03-11,730,0.378502,0
101594,2021-03-11,1825,0.302821,0
101594,2021-03-12,10,0.409144,0
101594,2021-03-12,14,0.472832,0
101594,2021-03-12,30,0.359228,0
101594,2021-03-12,60,0.33884,0
101594,2021-03-12,91,0.341639,0
101594,2021-03-12,122,0.315601,0
101594,2021-03-12,152,0.343504,0
101594,2021-03-12,182,0.350622,0
101594,2021-03-12,273,0.377754,0
101594,2021-03-12,365,0.431839,0
101594,2021-03-12,547,0.410104,0
101594,2021-03-12,730,0.37856,0
101594,2021-03-12,1825,0.302727,0
101594,2021-03-15,10,0.466481,0
101594,2021-03-15,14,0.40043,0
101594,2021-03-15,30,0.382512,0
101594,2021-03-15,60,0.348787,0
101594,2021-03-15,91,0.345019,0
101594,2021-03-15,122,0.317978,0
101594,2021-03-15,152,0.332581,0
101594,2021-03-15,182,0.349808,0
101594,2021-03-15,273,0.378442,0
101594,2021-03-15,365,0.417927,0
101594,2021-03-15,547,0.410113,0
101594,2021-03-15,730,0.379128,0
101594,2021-03-15,1825,0.302979,0
101594,2021-03-16,10,0.429378,0
101594,2021-03-16,14,0.39353,0
101594,2021-03-16,30,0.377477,0
101594,2021-03-16,60,0.348798,0
101594,2021-03-16,91,0.331187,0
101594,2021-03-16,122,0.316727,0
101594,2021-03-16,152,0.333077,0
101594,2021-03-16,182,0.350225,0
101594,2021-03-16,273,0.377602,0
101594,2021-03-16,365,0.39369,0
101594,2021-03-16,547,0.410195,0
101594,2021-03-16,730,0.378827,0
101594,2021-03-16,1825,0.303019,0
101594,2021-03-17,10,0.40253,0
101594,2021-03-17,14,0.370901,0
101594,2021-03-17,30,0.36851,0
101594,2021-03-17,60,0.344753,0
101594,2021-03-17,91,0.331427,0
101594,2021-03-17,122,0.315034,0
101594,2021-03-17,152,0.332469,0
101594,2021-03-17,182,0.347625,0
101594,2021-03-17,273,0.377708,0
101594,2021-03-17,365,0.391734,0
101594,2021-03-17,547,0.410255,0
101594,2021-03-17,730,0.37883,0
101594,2021-03-17,1825,0.303039,0
101594,2021-03-18,10,0.370631,0
101594,2021-03-18,14,0.406298,0
101594,2021-03-18,30,0.380929,0
101594,2021-03-18,60,0.350599,0
101594,2021-03-18,91,0.338218,0
101594,2021-03-18,122,0.320548,0
101594,2021-03-18,152,0.335302,0
101594,2021-03-18,182,0.350422,0
101594,2021-03-18,273,0.380047,0
101594,2021-03-18,365,0.392538,0
101594,2021-03-18,547,0.411307,0
101594,2021-03-18,730,0.379642,0
101594,2021-03-18,1825,0.303342,0
101594,2021-03-19,10,0.293708,0
101594,2021-03-19,14,0.402599,0
101594,2021-03-19,30,0.378021,0
101594,2021-03-19,60,0.34649,0
101594,2021-03-19,91,0.336884,0
101594,2021-03-19,122,0.320367,0
101594,2021-03-19,152,0.333764,0
101594,2021-03-19,182,0.347318,0
101594,2021-03-19,273,0.380017,0
101594,2021-03-19,365,0.392466,0
101594,2021-03-19,547,0.411257,0
101594,2021-03-19,730,0.379639,0
101594,2021-03-19,1825,0.303232,0
101594,2021-03-22,10,0.369884,0
101594,2021-03-22,14,0.352095,0
101594,2021-03-22,30,0.402038,0
101594,2021-03-22,60,0.338974,0
101594,2021-03-22,91,0.340917,0
101594,2021-03-22,122,0.326616,0
101594,2021-03-22,152,0.336575,0
101594,2021-03-22,182,0.347001,0
101594,2021-03-22,273,0.380205,0
101594,2021-03-22,365,0.387236,0
101594,2021-03-22,547,0.411567,0
101594,2021-03-22,730,0.379344,0
101594,2021-03-22,1825,0.303679,0
101594,2021-03-23,10,0.343085,0
101594,2021-03-23,14,0.300304,0
101594,2021-03-23,30,0.392642,0
101594,2021-03-23,60,0.335864,0
101594,2021-03-23,91,0.335938,0
101594,2021-03-23,122,0.324863,0
101594,2021-03-23,152,0.336399,0
101594,2021-03-23,182,0.346541,0
101594,2021-03-23,273,0.379663,0
101594,2021-03-23,365,0.386583,0
101594,2021-03-23,547,0.41163,0
101594,2021-03-23,730,0.379019,0
101594,2021-03-23,1825,0.303691,0
101594,2021-03-24,10,0.340724,0
101594,2021-03-24,14,0.315669,0
101594,2021-03-24,30,0.385567,0
101594,2021-03-24,60,0.334391,0
101594,2021-03-24,91,0.337963,0
101594,2021-03-24,122,0.324893,0
101594,2021-03-24,152,0.337808,0
101594,2021-03-24,182,0.342213,0
101594,2021-03-24,273,0.379837,0
101594,2021-03-24,365,0.37597,0
101594,2021-03-24,547,0.411997,0
101594,2021-03-24,730,0.379211,0
101594,2021-03-24,1825,0.303722,0
101594,2021-03-25,10,0.304123,0
101594,2021-03-25,14,0.303766,0
101594,2021-03-25,30,0.386154,0
101594,2021-03-25,60,0.3309,0
101594,2021-03-25,91,0.337641,0
101594,2021-03-25,122,0.320469,0
101594,2021-03-25,152,0.336214,0
101594,2021-03-25,182,0.341987,0
101594,2021-03-25,273,0.379608,0
101594,2021-03-25,365,0.375883,0
101594,2021-03-25,547,0.41186,0
101594,2021-03-25,730,0.379114,0
101594,2021-03-25,1825,0.303604,0
101594,2021-03-26,10,0.292446,0
101594,2021-03-26,14,0.302854,0
101594,2021-03-26,30,0.386802,0
101594,2021-03-26,60,0.322856,0
101594,2021-03-26,91,0.335124,0
101594,2021-03-26,122,0.319999,0
101594,2021-03-26,152,0.334671,0
101594,2021-03-26,182,0.338157,0
101594,2021-03-26,273,0.377714,0
101594,2021-03-26,365,0.372715,0
101594,2021-03-26,547,0.411824,0
101594,2021-03-26,730,0.379088,0
101594,2021-03-26,1825,0.303489,0
101594,2021-03-29,10,0.251974,0
101594,2021-03-29,14,0.272367,0
101594,2021-03-29,30,0.376717,0
101594,2021-03-29,60,0.320574,0
101594,2021-03-29,91,0.32675,0
101594,2021-03-29,122,0.321657,0
101594,2021-03-29,152,0.328759,0
101594,2021-03-29,182,0.336561,0
101594,2021-03-29,273,0.376916,0
101594,2021-03-29,365,0.369992,0
101594,2021-03-29,547,0.411785,0
101594,2021-03-29,730,0.379452,0
101594,2021-03-29,1825,0.303472,0
101594,2021-03-30,10,0.245467,0
101594,2021-03-30,14,0.263144,0
101594,2021-03-30,30,0.370026,0
101594,2021-03-30,60,0.308892,0
101594,2021-03-30,91,0.326604,0
101594,2021-03-30,122,0.320474,0
101594,2021-03-30,152,0.324569,0
101594,2021-03-30,182,0.33686,0
101594,2021-03-30,273,0.377179,0
101594,2021-03-30,365,0.369412,0
101594,2021-03-30,547,0.41159,0
101594,2021-03-30,730,0.379208,0
101594,2021-03-30,1825,0.303519,0
101594,2021-03-31,10,0.25032,0
101594,2021-03-31,14,0.287188,0
101594,2021-03-31,30,0.327126,0
101594,2021-03-31,60,0.309364,0
101594,2021-03-31,91,0.328886,0
101594,2021-03-31,122,0.3201,0
101594,2021-03-31,152,0.312562,0
101594,2021-03-31,182,0.337218,0
101594,2021-03-31,273,0.377677,0
101594,2021-03-31,365,0.369731,0
101594,2021-03-31,547,0.411812,0
101594,2021-03-31,730,0.379377,0
101594,2021-03-31,1825,0.303598,0
101594,2021-04-01,10,0.194093,0
101594,2021-04-01,14,0.224964,0
101594,2021-04-01,30,0.321233,0
101594,2021-04-01,60,0.30639,0
101594,2021-04-01,91,0.329055,0
101594,2021-04-01,122,0.31832,0
101594,2021-04-01,152,0.311171,0
101594,2021-04-01,182,0.337153,0
101594,2021-04-01,273,0.377723,0
101594,2021-04-01,365,0.365349,0
101594,2021-04-01,547,0.411213,0
101594,2021-04-01,730,0.37929,0
101594,2021-04-01,1825,0.303488,0
101594,2021-04-05,10,0.22496,0
101594,2021-04-05,14,0.220657,0
101594,2021-04-05,30,0.327943,0
101594,2021-04-05,60,0.312347,0
101594,2021-04-05,91,0.329023,0
101594,2021-04-05,122,0.322196,0
101594,2021-04-05,152,0.309324,0
101594,2021-04-05,182,0.334006,0
101594,2021-04-05,273,0.377467,0
101594,2021-04-05,365,0.365979,0
101594,2021-04-05,547,0.411564,0
101594,2021-04-05,730,0.380318,0
101594,2021-04-05,1825,0.303779,0
101594,2021-04-06,10,0.203943,0
101594,2021-04-06,14,0.213884,0
101594,2021-04-06,30,0.319647,0
101594,2021-04-06,60,0.312549,0
101594,2021-04-06,91,0.32805,0
101594,2021-04-06,122,0.320222,0
101594,2021-04-06,152,0.304607,0
101594,2021-04-06,182,0.331268,0
101594,2021-04-06,273,0.377428,0
101594,2021-04-06,365,0.356866,0
101594,2021-04-06,547,0.411561,0
101594,2021-04-06,730,0.379939,0
101594,2021-04-06,1825,0.3036,0
101594,2021-04-07,10,0.190294,0
101594,2021-04-07,14,0.166207,0
101594,2021-04-07,30,0.277681,0
101594,2021-04-07,60,0.310943,0
101594,2021-04-07,91,0.321839,0
101594,2021-04-07,122,0.319055,0
101594,2021-04-07,152,0.305245,0
101594,2021-04-07,182,0.330959,0
101594,2021-04-07,273,0.376853,0
101594,2021-04-07,365,0.356735,0
101594,2021-04-07,547,0.411502,0
101594,2021-04-07,730,0.379901,0
101594,2021-04-07,1825,0.303648,0
101594,2021-04-08,10,0.195412,0
101594,2021-04-08,14,0.176542,0
101594,2021-04-08,30,0.252613,0
101594,2021-04-08,60,0.311279,0
101594,2021-04-08,91,0.316918,0
101594,2021-04-08,122,0.320045,0
101594,2021-04-08,152,0.305092,0
101594,2021-04-08,182,0.331959,0
101594,2021-04-08,273,0.377389,0
101594,2021-04-08,365,0.356393,0
101594,2021-04-08,547,0.41166,0
101594,2021-04-08,730,0.380078,0
101594,2021-04-08,1825,0.303631,0
101594,2021-04-09,10,0.120954,0
101594,2021-04-09,14,0.184558,0
101594,2021-04-09,30,0.254372,0
101594,2021-04-09,60,0.315533,0
101594,2021-04-09,91,0.319033,0
101594,2021-04-09,122,0.321734,0
101594,2021-04-09,152,0.305057,0
101594,2021-04-09,182,0.332259,0
101594,2021-04-09,273,0.377985,0
101594,2021-04-09,365,0.356787,0
101594,2021-04-09,547,0.411817,0
101594,2021-04-09,730,0.380285,0
101594,2021-04-09,1825,0.303626,0
101594,2021-04-12,10,0.220551,0
101594,2021-04-12,14,0.219953,0
101594,2021-04-12,30,0.261667,0
101594,2021-04-12,60,0.324591,0
101594,2021-04-12,91,0.316554,0
101594,2021-04-12,122,0.323482,0
101594,2021-04-12,152,0.303597,0
101594,2021-04-12,182,0.321279,0
101594,2021-04-12,273,0.378315,0
101594,2021-04-12,365,0.356437,0
101594,2021-04-12,547,0.411541,0
101594,2021-04-12,730,0.380743,0
101594,2021-04-12,1825,0.303835,0
101594,2021-04-13,10,0.216371,0
101594,2021-04-13,14,0.19301,0
101594,2021-04-13,30,0.264253,0
101594,2021-04-13,60,0.330447,0
101594,2021-04-13,91,0.320116,0
101594,2021-04-13,122,0.324028,0
101594,2021-04-13,152,0.305707,0
101594,2021-04-13,182,0.320598,0
101594,2021-04-13,273,0.378815,0
101594,2021-04-13,365,0.356682,0
101594,2021-04-13,547,0.411919,0
101594,2021-04-13,730,0.380684,0
101594,2021-04-13,1825,0.304005,0
101594,2021-04-14,10,0.26426,0
101594,2021-04-14,14,0.247401,0
101594,2021-04-14,30,0.266101,0
101594,2021-04-14,60,0.329275,0
101594,2021-04-14,91,0.320731,0
101594,2021-04-14,122,0.323775,0
101594,2021-04-14,152,0.307193,0
101594,2021-04-14,182,0.321726,0
101594,2021-04-14,273,0.379458,0
101594,2021-04-14,365,0.354203,0
101594,2021-04-14,547,0.412235,0
101594,2021-04-14,730,0.380948,0
101594,2021-04-14,1825,0.303975,0
101594,2021-04-15,10,0.256104,0
101594,2021-04-15,14,0.252443,0
101594,2021-04-15,30,0.269545,0
101594,2021-04-15,60,0.328598,0
101594,2021-04-15,91,0.321256,0
101594,2021-04-15,122,0.325035,0
101594,2021-04-15,152,0.306909,0
101594,2021-04-15,182,0.322652,0
101594,2021-04-15,273,0.379608,0
101594,2021-04-15,365,0.354374,0
101594,2021-04-15,547,0.41242,0
101594,2021-04-15,730,0.381126,0
101594,2021-04-15,1825,0.303951,0
101594,2021-04-16,10,0.261644,0
101594,2021-04-16,14,0.24609,0
101594,2021-04-16,30,0.268093,0
101594,2021-04-16,60,0.324713,0
101594,2021-04-16,91,0.31995,0
101594,2021-04-16,122,0.314026,0
101594,2021-04-16,152,0.305471,0
101594,2021-04-16,182,0.321971,0
101594,2021-04-16,273,0.379615,0
101594,2021-04-16,365,0.354369,0
101594,2021-04-16,547,0.412437,0
101594,2021-04-16,730,0.380942,0
101594,2021-04-16,1825,0.303836,0
101594,2021-04-19,10,0.267674,0
101594,2021-04-19,14,0.232407,0
101594,2021-04-19,30,0.23292,0
101594,2021-04-19,60,0.326376,0
101594,2021-04-19,91,0.317468,0
101594,2021-04-19,122,0.316433,0
101594,2021-04-19,152,0.307347,0
101594,2021-04-19,182,0.319695,0
101594,2021-04-19,273,0.378986,0
101594,2021-04-19,365,0.354006,0
101594,2021-04-19,547,0.412438,0
101594,2021-04-19,730,0.380947,0
101594,2021-04-19,1825,0.30389,0
101594,2021-04-20,10,0.260836,0
101594,2021-04-20,14,0.2525,0
101594,2021-04-20,30,0.236129,0
101594,2021-04-20,60,0.328177,0
101594,2021-04-20,91,0.318537,0
101594,2021-04-20,122,0.31539,0
101594,2021-04-20,152,0.308095,0
101594,2021-04-20,182,0.319868,0
101594,2021-04-20,273,0.378933,0
101594,2021-04-20,365,0.353558,0
101594,2021-04-20,547,0.41244,0
101594,2021-04-20,730,0.380713,0
101594,2021-04-20,1825,0.303908,0
101594,2021-04-21,10,0.241999,0
101594,2021-04-21,14,0.248663,0
101594,2021-04-21,30,0.220832,0
101594,2021-04-21,60,0.3242,0
101594,2021-04-21,91,0.31202,0
101594,2021-04-21,122,0.313487,0
101594,2021-04-21,152,0.307501,0
101594,2021-04-21,182,0.319743,0
101594,2021-04-21,273,0.378933,0
101594,2021-04-21,365,0.351904,0
101594,2021-04-21,547,0.412425,0
101594,2021-04-21,730,0.380713,0
101594,2021-04-21,1825,0.303903,0
101594,2021-04-22,10,0.239002,0
101594,2021-04-22,14,0.245509,0
101594,2021-04-22,30,0.224386,0
101594,2021-04-22,60,0.321723,0
101594,2021-04-22,91,0.304269,0
101594,2021-04-22,122,0.313535,0
101594,2021-04-22,152,0.306668,0
101594,2021-04-22,182,0.319903,0
101594,2021-04-22,273,0.375077,0
101594,2021-04-22,365,0.351258,0
101594,2021-04-22,547,0.41248,0
101594,2021-04-22,730,0.380735,0
101594,2021-04-22,1825,0.303839,0
101594,2021-04-23,10,0.219064,0
101594,2021-04-23,14,0.241127,0
101594,2021-04-23,30,0.212109,0
101594,2021-04-23,60,0.315273,0
101594,2021-04-23,91,0.304719,0
101594,2021-04-23,122,0.311263,0
101594,2021-04-23,152,0.306284,0
101594,2021-04-23,182,0.320623,0
101594,2021-04-23,273,0.375498,0
101594,2021-04-23,365,0.351528,0
101594,2021-04-23,547,0.412682,0
101594,2021-04-23,730,0.380894,0
101594,2021-04-23,1825,0.303809,0
101594,2021-04-26,10,0.183017,0
101594,2021-04-26,14,0.22761,0
101594,2021-04-26,30,0.217744,0
101594,2021-04-26,60,0.308607,0
101594,2021-04-26,91,0.299527,0
101594,2021-04-26,122,0.312679,0
101594,2021-04-26,152,0.304691,0
101594,2021-04-26,182,0.320628,0
101594,2021-04-26,273,0.374671,0
101594,2021-04-26,365,0.350575,0
101594,2021-04-26,547,0.412599,0
101594,2021-04-26,730,0.381164,0
101594,2021-04-26,1825,0.302571,0
101594,2021-04-27,10,0.168135,0
101594,2021-04-27,14,0.194275,0
101594,2021-04-27,30,0.213916,0
101594,2021-04-27,60,0.308863,0
101594,2021-04-27,91,0.299495,0
101594,2021-04-27,122,0.310803,0
101594,2021-04-27,152,0.303257,0
101594,2021-04-27,182,0.3202,0
101594,2021-04-27,273,0.37409,0
101594,2021-04-27,365,0.350606,0
101594,2021-04-27,547,0.412565,0
101594,2021-04-27,730,0.380798,0
101594,2021-04-27,1825,0.302226,0
101594,2021-04-28,10,0.159616,0
101594,2021-04-28,14,0.171168,0
101594,2021-04-28,30,0.217006,0
101594,2021-04-28,60,0.305792,0
101594,2021-04-28,91,0.299361,0
101594,2021-04-28,122,0.309116,0
101594,2021-04-28,152,0.303434,0
101594,2021-04-28,182,0.31268,0
101594,2021-04-28,273,0.373678,0
101594,2021-04-28,365,0.350199,0
101594,2021-04-28,547,0.412089,0
101594,2021-04-28,730,0.38084,0
101594,2021-04-28,1825,0.302188,0
101594,2021-04-29,10,0.155561,0
101594,2021-04-29,14,0.141117,0
101594,2021-04-29,30,0.209198,0
101594,2021-04-29,60,0.30222,0
101594,2021-04-29,91,0.290958,0
101594,2021-04-29,122,0.302976,0
101594,2021-04-29,152,0.301975,0
101594,2021-04-29,182,0.30865,0
101594,2021-04-29,273,0.373501,0
101594,2021-04-29,365,0.348942,0
101594,2021-04-29,547,0.412092,0
101594,2021-04-29,730,0.380543,0
101594,2021-04-29,1825,0.30207,0
101594,2021-04-30,10,0.162264,0
101594,2021-04-30,14,0.158904,0
101594,2021-04-30,30,0.214495,0
101594,2021-04-30,60,0.278208,0
101594,2021-04-30,91,0.282366,0
101594,2021-04-30,122,0.303235,0
101594,2021-04-30,152,0.301613,0
101594,2021-04-30,182,0.297814,0
101594,2021-04-30,273,0.356246,0
101594,2021-04-30,365,0.348901,0
101594,2021-04-30,547,0.412001,0
101594,2021-04-30,730,0.379342,0
101594,2021-04-30,1825,0.302042,0
101594,2021-05-03,10,0.127348,0
101594,2021-05-03,14,0.163517,0
101594,2021-05-03,30,0.21479,0
101594,2021-05-03,60,0.268425,0
101594,2021-05-03,91,0.280899,0
101594,2021-05-03,122,0.30478,0
101594,2021-05-03,152,0.29959,0
101594,2021-05-03,182,0.297944,0
101594,2021-05-03,273,0.35527,0
101594,2021-05-03,365,0.34845,0
101594,2021-05-03,547,0.411481,0
101594,2021-05-03,730,0.379627,0
101594,2021-05-03,1825,0.302175,0
101594,2021-05-04,10,0.233774,0
101594,2021-05-04,14,0.233855,0
101594,2021-05-04,30,0.248769,0
101594,2021-05-04,60,0.283877,0
101594,2021-05-04,91,0.289559,0
101594,2021-05-04,122,0.3093,0
101594,2021-05-04,152,0.305049,0
101594,2021-05-04,182,0.302078,0
101594,2021-05-04,273,0.357794,0
101594,2021-05-04,365,0.350367,0
101594,2021-05-04,547,0.412638,0
101594,2021-05-04,730,0.380195,0
101594,2021-05-04,1825,0.30263,0
101594,2021-05-05,10,0.222257,0
101594,2021-05-05,14,0.233094,0
101594,2021-05-05,30,0.236785,0
101594,2021-05-05,60,0.280399,0
101594,2021-05-05,91,0.289262,0
101594,2021-05-05,122,0.30748,0
101594,2021-05-05,152,0.30491,0
101594,2021-05-05,182,0.296885,0
101594,2021-05-05,273,0.357781,0
101594,2021-05-05,365,0.350137,0
101594,2021-05-05,547,0.412629,0
101594,2021-05-05,730,0.379996,0
101594,2021-05-05,1825,0.302614,0
101594,2021-05-06,10,0.242152,0
101594,2021-05-06,14,0.242853,0
101594,2021-05-06,30,0.240177,0
101594,2021-05-06,60,0.278423,0
101594,2021-05-06,91,0.285693,0
101594,2021-05-06,122,0.30527,0
101594,2021-05-06,152,0.304025,0
101594,2021-05-06,182,0.293349,0
101594,2021-05-06,273,0.35593,0
101594,2021-05-06,365,0.350202,0
101594,2021-05-06,547,0.412723,0
101594,2021-05-06,730,0.379511,0
101594,2021-05-06,1825,0.302536,0
101594,2021-05-07,10,0.248581,0
101594,2021-05-07,14,0.221788,0
101594,2021-05-07,30,0.236866,0
101594,2021-05-07,60,0.256147,0
101594,2021-05-07,91,0.285923,0
101594,2021-05-07,122,0.304666,0
101594,2021-05-07,152,0.302648,0
101594,2021-05-07,182,0.293409,0
101594,2021-05-07,273,0.354899,0
101594,2021-05-07,365,0.350122,0
101594,2021-05-07,547,0.412658,0
101594,2021-05-07,730,0.379517,0
101594,2021-05-07,1825,0.302421,0
101594,2021-05-10,10,0.321383,0
101594,2021-05-10,14,0.246807,0
101594,2021-05-10,30,0.238484,0
101594,2021-05-10,60,0.2503,0
101594,2021-05-10,91,0.290363,0
101594,2021-05-10,122,0.299742,0
101594,2021-05-10,152,0.305947,0
101594,2021-05-10,182,0.294405,0
101594,2021-05-10,273,0.355917,0
101594,2021-05-10,365,0.350608,0
101594,2021-05-10,547,0.413295,0
101594,2021-05-10,730,0.380143,0
101594,2021-05-10,1825,0.302862,0
101594,2021-05-11,10,0.293573,0
101594,2021-05-11,14,0.246153,0
101594,2021-05-11,30,0.233418,0
101594,2021-05-11,60,0.250253,0
101594,2021-05-11,91,0.290431,0
101594,2021-05-11,122,0.298177,0
101594,2021-05-11,152,0.305649,0
101594,2021-05-11,182,0.294587,0
101594,2021-05-11,273,0.35423,0
101594,2021-05-11,365,0.350466,0
101594,2021-05-11,547,0.413334,0
101594,2021-05-11,730,0.379822,0
101594,2021-05-11,1825,0.302678,0
101594,2021-05-12,10,0.292656,0
101594,2021-05-12,14,0.263749,0
101594,2021-05-12,30,0.243411,0
101594,2021-05-12,60,0.255414,0
101594,2021-05-12,91,0.294328,0
101594,2021-05-12,122,0.299439,0
101594,2021-05-12,152,0.308055,0
101594,2021-05-12,182,0.293874,0
101594,2021-05-12,273,0.353547,0
101594,2021-05-12,365,0.351263,0
101594,2021-05-12,547,0.41392,0
101594,2021-05-12,730,0.377785,0
101594,2021-05-12,1825,0.302914,0
101594,2021-05-13,10,0.31612,0
101594,2021-05-13,14,0.293247,0
101594,2021-05-13,30,0.235899,0
101594,2021-05-13,60,0.255839,0
101594,2021-05-13,91,0.296842,0
101594,2021-05-13,122,0.298484,0
101594,2021-05-13,152,0.307792,0
101594,2021-05-13,182,0.294907,0
101594,2021-05-13,273,0.353561,0
101594,2021-05-13,365,0.351341,0
101594,2021-05-13,547,0.414079,0
101594,2021-05-13,730,0.377825,0
101594,2021-05-13,1825,0.302882,0
101594,2021-05-14,10,0.285975,0
101594,2021-05-14,14,0.315324,0
101594,2021-05-14,30,0.241956,0
101594,2021-05-14,60,0.253589,0
101594,2021-05-14,91,0.299713,0
101594,2021-05-14,122,0.300453,0
101594,2021-05-14,152,0.307782,0
101594,2021-05-14,182,0.29618,0
101594,2021-05-14,273,0.354254,0
101594,2021-05-14,365,0.351762,0
101594,2021-05-14,547,0.414277,0
101594,2021-05-14,730,0.377967,0
101594,2021-05-14,1825,0.302871,0
101594,2021-05-17,10,0.318074,0
101594,2021-05-17,14,0.310248,0
101594,2021-05-17,30,0.238149,0
101594,2021-05-17,60,0.243035,0
101594,2021-05-17,91,0.297788,0
101594,2021-05-17,122,0.30107,0
101594,2021-05-17,152,0.301456,0
101594,2021-05-17,182,0.29628,0
101594,2021-05-17,273,0.354419,0
101594,2021-05-17,365,0.351855,0
101594,2021-05-17,547,0.414295,0
101594,2021-05-17,730,0.378361,0
101594,2021-05-17,1825,0.3027,0
101594,2021-05-18,10,0.292725,0
101594,2021-05-18,14,0.26126,0
101594,2021-05-18,30,0.234184,0
101594,2021-05-18,60,0.244619,0
101594,2021-05-18,91,0.296943,0
101594,2021-05-18,122,0.299887,0
101594,2021-05-18,152,0.301756,0
101594,2021-05-18,182,0.296533,0
101594,2021-05-18,273,0.354568,0
101594,2021-05-18,365,0.351453,0
101594,2021-05-18,547,0.414424,0
101594,2021-05-18,730,0.378102,0
101594,2021-05-18,1825,0.302745,0
101594,2021-05-19,10,0.272304,0
101594,2021-05-19,14,0.260321,0
101594,2021-05-19,30,0.232482,0
101594,2021-05-19,60,0.241683,0
101594,2021-05-19,91,0.295004,0
101594,2021-05-19,122,0.298102,0
101594,2021-05-19,152,0.300734,0
101594,2021-05-19,182,0.296055,0
101594,2021-05-19,273,0.354572,0
101594,2021-05-19,365,0.351384,0
101594,2021-05-19,547,0.414413,0
101594,2021-05-19,730,0.377353,0
101594,2021-05-19,1825,0.302718,0
101594,2021-05-20,10,0.271102,0
101594,2021-05-20,14,0.276232,0
101594,2021-05-20,30,0.243786,0
101594,2021-05-20,60,0.24357,0
101594,2021-05-20,91,0.297612,0
101594,2021-05-20,122,0.298513,0
101594,2021-05-20,152,0.301036,0
101594,2021-05-20,182,0.297398,0
101594,2021-05-20,273,0.354481,0
101594,2021-05-20,365,0.351463,0
101594,2021-05-20,547,0.41456,0
101594,2021-05-20,730,0.377396,0
101594,2021-05-20,1825,0.302722,0
101594,2021-05-21,10,0.281897,0
101594,2021-05-21,14,0.280406,0
101594,2021-05-21,30,0.24694,0
101594,2021-05-21,60,0.237575,0
101594,2021-05-21,91,0.299001,0
101594,2021-05-21,122,0.299452,0
101594,2021-05-21,152,0.30048,0
101594,2021-05-21,182,0.297758,0
101594,2021-05-21,273,0.350136,0
101594,2021-05-21,365,0.351739,0
101594,2021-05-21,547,0.414753,0
101594,2021-05-21,730,0.377243,0
101594,2021-05-21,1825,0.30269,0
101594,2021-05-24,10,0.229328,0
101594,2021-05-24,14,0.261331,0
101594,2021-05-24,30,0.24668,0
101594,2021-05-24,60,0.23871,0
101594,2021-05-24,91,0.294113,0
101594,2021-05-24,122,0.290206,0
101594,2021-05-24,152,0.30005,0
101594,2021-05-24,182,0.29499,0
101594,2021-05-24,273,0.3502,0
101594,2021-05-24,365,0.351893,0
101594,2021-05-24,547,0.414854,0
101594,2021-05-24,730,0.377431,0
101594,2021-05-24,1825,0.302787,0
101594,2021-05-25,10,0.209454,0
101594,2021-05-25,14,0.258174,0
101594,2021-05-25,30,0.240758,0
101594,2021-05-25,60,0.238615,0
101594,2021-05-25,91,0.294122,0
101594,2021-05-25,122,0.288475,0
101594,2021-05-25,152,0.299794,0
101594,2021-05-25,182,0.294615,0
101594,2021-05-25,273,0.350072,0
101594,2021-05-25,365,0.351211,0
101594,2021-05-25,547,0.414665,0
101594,2021-05-25,730,0.377064,0
101594,2021-05-25,1825,0.302775,0
101594,2021-05-26,10,0.193921,0
101594,2021-05-26,14,0.214426,0
101594,2021-05-26,30,0.240107,0
101594,2021-05-26,60,0.235718,0
101594,2021-05-26,91,0.294002,0
101594,2021-05-26,122,0.286775,0
101594,2021-05-26,152,0.298335,0
101594,2021-05-26,182,0.294465,0
101594,2021-05-26,273,0.349725,0
101594,2021-05-26,365,0.351112,0
101594,2021-05-26,547,0.414594,0
101594,2021-05-26,730,0.376694,0
101594,2021-05-26,1825,0.302775,0
101594,2021-05-27,10,0.199739,0
101594,2021-05-27,14,0.210865,0
101594,2021-05-27,30,0.242379,0
101594,2021-05-27,60,0.235203,0
101594,2021-05-27,91,0.286309,0
